"failureType","businessCode","businessMessage","httpCode","count","percentOfAllRequests"
"TECHNICAL","INVALID_JSON","Unable to determine the current character  it is not a string  number  array  or object The current character read is 'o' with an int value of 111 Unable to determine the current character  it is not a string  number  array  or object line number 1 index number 0 org.apache.http.conn.HttpHostConnectException: Connect to 127.0.0.1:6086 [/127.0.0.1] failed: Connection refused: getsockopt ^","Non HTTP response code: org.apache.http.conn.HttpHostConnectException","34","2.267"
